Name_AR,Name_EN,Price,Brand_AR,Category_AR,Sub_Category_AR,Active_Ingredient,Requires_Fridge,Indications,Dosage
ريلاكسون 30 كبسولة,Relaxon 30 Capsules,69,جمجوم فارما,الأدوية,مسكن و باسط للعضلات,كلورزوكسازون + باراسيتامول,No,ارخاء تشنجات العضلات المرتبطة بحالات العضلات والعظام. تخفيف الألم المرتبط بتشنجات العضلات. استعادة الحركة في حالات التشنجات العضلية الهيكلية المؤلمة الشديدة.,البالغون: 2 كبسولة 3 مرات يوميًا الأطفال: غير موصى به للأطفال دون سن 12 عامًا
نبيليت 5 مجم 14 قرص,Nebilet 5 mg 14 Tablets,102,ميناريني,الأدوية,أمراض القلب و الضغط و الدم,نيبيفولول,No,التحكم ارتفاع ضغط الدم بشكل فعال (ارتفاع ضغط الدم) لدى البالغين. علاج قصور القلب المزمن.,الجرعة الموصى بها هي 5 مجم مرة واحدة يوميا. يمكن إجراء تعديلات الجرعة بواسطة مقدم الرعاية الصحية بناءً على الاستجابة الفردية والحالة الطبية.
تامسولين 0.4 مجم 28 كبسولة معدلة الإطلاق,Tamsulin 0.4 mg 28 Modified Release Capsules,124,ماركيرل,الأدوية,امراض البروستاتا,تامسولوسين,No,علاج أعراض تضخم البروستاتا الحميدة (BPH) في الرجال ، غدة البروستاتا الموسعة. يمكن أن يشمل ذلك صعوبة التبول ، والتيار الضعيف ، والتبول المتكرر ، وخاصة في الليل.,البالغين: 1 كبسولة (0.4 مليجرام) مرة واحدة يوميا.
هايبوثايرونور 100 مكجم 100 قرص,Hypothyronor 100 mcg 100 Tablets,45,أكديما,الأدوية,اضطرابات الغدة الدرقية,ليفوثيروكسين,No,,
نافيل مشبك حبل سرى,Navel Clip For Children,5,N/A,العناية بالأم والطفل,مستلزمات العناية بالطفل,N/A,No,,
ديبوفيت بي12 1000 ميكروجرام 5 أمبولات 1 مل,Depovit B12-1000 mcg/ml 5 Ampoules,85,العامرية,فيتامينات & طعام صحي,فيتامين ب وب مركب,N/A,No,تكملة مستويات فيتامين ب 12 لدى البالغين.,
ميرونيم فيال 1 جم,Meronem 1 gm Vial,553,فايزر,الأدوية,مضادات حيوية,ميروبينيم,No,مضاد حيوي واسع الطيف. يستخدم لعلاج مجموعة متنوعة من الالتهابات، بما في ذلك: التهابات الجلد والأنسجة الرخوة التهاب رئوي التهاب السحايا تجرثم الدم يمكن استخدامه للبالغين والأطفال بعمر 3 أشهر فما فوق.,يختلف باختلاف العدوى التي يتم علاجها.
ميثيل فولات 800 / 1000 ميكرو جرام 30 كبسولة,Methyl Folate 800 mcg/1000 mcg 30 Capsules,150,اوركيديا,الأدوية,الحمل و الرضاعة,ميثيل فولات + ميثيل كوبالامين,No,الميثيل فولات هو شكل من أشكال الفولات الذي يتم امتصاصه بسهولة من قبل الجسم.,
إكسفورج اتش سي تي 25/160/10 مجم 14 قرص مغلف,Exforge HCT 10/160/25 mg 14 Film Coated Tablets,270,نوفارتس,الأدوية,أمراض القلب و الضغط و الدم,أملوديبين+فالسارتان+هيدروكلوروثيازيد,No,علاج ارتفاع ضغط الدم (ارتفاع ضغط الدم) وفشل القلب لدى البالغين.,تناول قرصًا واحدًا عن طريق الفم مرة واحدة يوميًا
فيجاموكس نقط للعين 5مل,Vigamox Eye Drops 5 ml,128,نوفارتس,الأدوية,عدوى العين,موكسيفلوكساسين,No,التهاب الملتحمة الجرثومي (العين الوردية) التهاب الجفون التهاب كيس الدمع الشعيرة التهاب غدد ميبوميان التهاب القرنية قرحة القرنية الوقاية قبل الجراحة وبعدها,للبالغين والأطفال فوق 4 أشهر: ضع نقطة واحدة في العين المصابة (أو العينين المصابتين) 2 أو 3 مرات يوميًا لمدة 7 أيام. للأطفال حديثي الولادة: ضع نقطة واحدة في العين المصابة (أو العينين المصابتين) 3 مرات يوميًا لمدة 7 أيام.
سيبرا برو 10 مجم 30 قرص مغلف,Cipra-Pro 10 mg 30 Film Coated Tablets,237,كوباد ايجيبت,الأدوية,علاجات الاكتئاب والفصام,إسيتالوبرام,No,الاكتئاب. اضطرابات القلق مثل اضطراب الهلع، اضطراب القلق الاجتماعي، اضطراب القلق العام، واضطراب الوسواس القهري.,10 مليجرام مرة واحدة يوميًا، أو حسب توجيهات طبيبك.
هاي بيوتيك 1 جم 16 قرص,Hibiotic 1 gm 16 Tablets,173,امون,الأدوية,مضادات حيوية,أموكسيسيلين + حمض الكلافولانيك,No,مضاد حيوي مزيج من الأموكسيسيلين وحمض الكلافولانيك يعالج الالتهابات البكتيرية,البالغين والأطفال 12 سنة فما فوق: 1 قرص كل 8 ساعات الأطفال 6-12 سنة: 1/2 قرص كل 8 ساعات الأطفال دون سن 6 سنوات: اسأل طبيبك عن الجرعة الصحيحة
هيرو فيتامين د3+ك2 نقط بالفم 10 مل,Hero Vitamin D3+K2 Oral Drop 10 ml,140,هيرو بيبي,العناية بصحة الأطفال,فيتامينات متعددة,N/A,No,,
تلفاست 30مجم/5مل شراب 100 مل,Telfast 30 mg/5 ml Suspensoin 100 ml,63,سانوفى,الأدوية,أدوية لا تسبب النعاس,فيكسوفينادين,No,إذابة أعراض التهاب الأنف التحسسي الموسمي والدائم (حمى القش والحساسية على مدار العام)، مثل العطس وسيلان أو انسداد الأنف والحكة والدموع والعيون الحمراء. إذابة أعراض الارتيكاريا المزمن مجهول السبب (خلايا النحل أو طفح نبات القراص)، مثل التورمات الوردية إلى الحمراء والحكة على الجلد.,البالغين والأطفال بعمر 12 سنة فما فوق: 10 مل (2 كوب قياس) مرة واحدة يوميًا. الأطفال من 6 إلى 11 سنة: 5 مل (كوب قياس واحد) مرتين يومياً. الأطفال من عمر 2 إلى 11 سنة: 5 مل (كوب قياس واحد) مرتين يومياً. الأطفال من عمر 6 أشهر إلى أقل من سنتين: 2.5 مل (نصف كوب قياس) مرتين يوميًا.
وايت مناديل مبللة مضادة للبكتيريا بالليمون 50 منديل,White Tissue Antibacterial Lemon 50 Wipes,33,وايت,العناية اليومية,مناديل & ورقيات,N/A,No,,
فيوسيكورت كريم 30 جرام,Fucicort Cream 30 gm,100,مينا فارم,الأدوية,عدوى الجلد,بيتاميثازون + حمض الفوسيديك,No,كريم كورتيكوستيرويد موضعي ومضاد حيوي. يعالج الإكزيما أو التهاب الجلد الذي يصاب بالعدوى البكتيرية الحساسة لحمض الفيوسيدك. يخفف من علامات الالتهاب الجلدية ، مثل: الانتفاخ والاحمرار والحكة.,ضع طبقة رقيقة على المنطقة المصابة مرتين يومياً.
فالفاست اختبار الحمل المبكر,Valfast Early Pregnancy Test,115,N/A,الأجهزة والمستلزمات الطبية,الاختبارات المنزلية,N/A,No,,
كونكور 5 بلس 30 قرص مغلف,Concor Plus 5/12.5 mg 30 Film-Coated Tablets,72,ميرك,الأدوية,أمراض القلب و الضغط و الدم,بيسوبرولول+هيدروكلوروثيازيد,No,علاج ارتفاع ضغط الدم (ارتفاع ضغط الدم).,الجرعة البدئية المعتادة هي قرص واحد مرة واحدة يوميًا. يمكن أن يقوم طبيبك بضبط الجرعة حسب استجابة ضغط الدم الخاصة بك. الجرعة القصوى الموصى بها هي قرصين مرة واحدة يوميًا.
سي اتش ألفا بلس 10 أكياس,Ch Alpha Plus 10 Sachets,395,بيوتيك,فيتامينات & طعام صحي,كولاجين,N/A,No,,
بيونال 30 كبسولة,Bional 30 Capsules,192,مالتى كير,الأدوية,أدوية تحسين وظائف الكبد و المرارة,N/A,No,دعم صحة الكبد. تعزيز الجهاز المناعي. تحسين إزالة السموم. الحماية من الإجهاد التأكسدي. دعم الوظيفة الإدراكية. تحسين الأداء البدني.,
اتوريزا 20/10 مجم 21 قرص مغلف,Atoreza 10/20 mg 21 Film Coated Tablets,141,ماركيرل,الأدوية,أمراض القلب و الضغط و الدم,إزيتيميب+أتورفاستاتين,No,يُستخدم لخفض مستويات الكولسترول والتريجليسيريدات في الدم. قد يساعد في الوقاية من أمراض القلب.,قرص واحدة مرة واحدة يوميًا.
اركوكسيا 90 مجم 14 قرص,Arcoxia 90 mg 14 Tablets,239,ميرك,الأدوية,مسكنات وخافض الحرارة,إتوريكوكسيب,No,تخفيف الألم والالتهاب في المفاصل والعضلات لدى الأشخاص المصابين بهشاشة العظام والتهاب المفاصل الروماتويدي والتهاب الفقار المقسط والنقرس. علاج الألم المتوسط المرتبط بجراحة الأسنان.,الجرعة الموصى بها لهشاشة العظام والتهاب المفاصل الروماتويدي والتهاب الفقار المقسط هي 30 مليجرام مرة واحدة يوميًا، مع زيادة الجرعة إلى 60 مليجرام كحد أقصى مرة واحدة يوميًا إذا لزم الأمر. الجرعة الموصى بها لنوبة النقرس الحادة هي 120 مليجرام مرة واحدة يوميًا لمدة تصل إلى 8 أيام. الجرعة الموصى بها لألم جراحة الأسنان بعد الجراحة هي 90 مليجرام مرة واحدة يوميًا لمدة تصل إلى 3 أيام.
زيثروماكس 500 مجم 3 أقراص مغلفة,Zithromax 500 mg 3 Film Coated Tablets,160,فايزر,الأدوية,مضادات حيوية,أزيثرومايسين,No,مضاد للجراثيم مضاد حيوي فئة ماكروليد,خذ 1 كبسولة عن طريق الفم مرة واحدة في اليوم لمدة 3 أيام.
سي-ريتارد 500 مجم 10 كبسولات,C-Retard 500 mg 10 Capsules,35,الحكمة,فيتامينات & طعام صحي,فيتامين ج,N/A,No,دعم وظيفة الجهاز المناعي، وتعزيز تخليق الكولاجين، والحماية من مضادات الأكسدة.,
